f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,y
18/08/2018,8,23.2,47,1.0,2000,11.2,0.93,0.0,0.0,Summer,No Holiday,Yes,754
03/02/2018,17,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,Winter,No Holiday,Yes,211
23/10/2018,11,13.0,70,5.0,989,7.6,0.5,0.0,0.0,Autumn,No Holiday,Yes,81
25/12/2017,22,-1.3,53,1.7,2000,-9.6,0.0,0.0,0.0,Winter,Holiday,Yes,176
27/02/2018,11,4.8,41,0.8,792,-7.3,0.53,0.0,0.0,Winter,No Holiday,Yes,342
29/01/2018,0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,80
10/08/2018,16,36.4,40,3.2,2000,20.6,2.59,0.0,0.0,Summer,No Holiday,Yes,853
17/06/2018,15,27.3,51,2.6,598,16.2,2.4,0.0,0.0,Summer,No Holiday,Yes,1979
06/09/2018,20,25.1,71,3.6,2000,19.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1900
14/07/2018,5,24.8,86,1.6,1170,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,266
13/07/2018,10,27.4,70,2.4,1335,21.4,1.28,0.0,0.0,Summer,No Holiday,Yes,836
08/10/2018,20,15.5,45,2.2,2000,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1838
06/06/2018,1,20.6,63,0.6,1670,13.3,0.0,0.0,0.0,Summer,Holiday,Yes,1031
02/03/2018,13,2.3,22,3.1,1627,-17.2,2.83,0.0,0.0,Spring,No Holiday,Yes,375
23/07/2018,22,30.3,60,1.8,2000,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1697
29/07/2018,2,27.7,73,0.4,1832,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes,511
31/12/2017,5,-0.8,85,2.8,329,-3.0,0.0,0.0,1.2,Winter,Holiday,Yes,22
25/10/2018,21,14.5,50,0.7,1741,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1513
21/05/2018,4,12.4,0,0.8,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,113
03/01/2018,16,-0.4,30,2.0,2000,-15.9,0.62,0.0,0.0,Winter,No Holiday,Yes,299
25/04/2018,17,22.9,23,2.8,1985,0.6,1.64,0.0,0.0,Spring,No Holiday,Yes,1878
22/09/2018,2,19.4,85,0.0,1533,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,655
09/01/2018,22,-4.2,67,1.6,503,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,166
10/04/2018,12,20.5,37,4.6,1761,5.2,2.94,0.0,0.0,Spring,No Holiday,Yes,1023
17/07/2018,20,28.9,64,1.7,1567,21.3,0.1,0.0,0.0,Summer,No Holiday,Yes,2174
03/01/2018,18,-3.1,39,2.1,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes,637
04/01/2018,18,-2.6,38,1.4,1604,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,603
05/11/2018,8,7.2,80,0.8,515,3.9,0.13,0.0,0.0,Autumn,No Holiday,Yes,1975
11/03/2018,23,4.2,34,1.7,1476,-10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,288
19/09/2018,5,19.3,73,0.9,1782,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,0
10/11/2018,23,10.3,84,1.3,250,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,676
21/01/2018,11,1.9,25,1.0,1493,-16.1,0.78,0.0,0.0,Winter,No Holiday,Yes,216
21/01/2018,1,-0.8,58,0.4,400,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,177
07/10/2018,14,20.2,42,2.8,1832,6.8,1.87,0.0,0.0,Autumn,No Holiday,Yes,1987
26/08/2018,6,20.4,88,0.6,1064,18.3,0.0,0.0,0.0,Summer,No Holiday,Yes,243
16/05/2018,17,21.9,97,3.2,207,21.3,0.14,0.5,0.0,Spring,No Holiday,Yes,304
05/10/2018,6,17.7,55,1.5,2000,8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,531
03/05/2018,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,Spring,No Holiday,Yes,516
26/07/2018,0,27.7,78,1.2,1341,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,939
18/05/2018,15,16.7,85,1.2,2000,14.1,0.49,0.0,0.0,Spring,No Holiday,Yes,906
28/04/2018,22,13.0,45,1.6,1713,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1165
03/04/2018,14,21.0,53,3.2,1306,11.0,1.12,0.0,0.0,Spring,No Holiday,Yes,931
09/06/2018,22,21.0,75,1.3,2000,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,776
30/06/2018,1,22.6,85,0.3,323,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1070
24/08/2018,0,25.7,83,2.0,2000,22.5,0.0,0.5,0.0,Summer,No Holiday,Yes,238
08/02/2018,1,-8.5,60,1.2,1908,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes,126
26/10/2018,2,12.8,59,0.9,1804,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,434
25/10/2018,8,7.9,76,1.2,1290,3.9,0.25,0.0,0.0,Autumn,No Holiday,Yes,2070
19/12/2017,20,-4.9,55,2.0,2000,-12.5,0.0,0.0,2.0,Winter,No Holiday,Yes,225
12/08/2018,19,32.0,76,2.1,692,27.2,0.1,1.0,0.0,Summer,No Holiday,Yes,1117
14/07/2018,22,27.6,70,2.7,1994,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1682
10/04/2018,1,9.0,44,1.0,1314,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,376
20/03/2018,3,4.7,44,3.8,2000,-6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,95
18/12/2017,14,0.5,76,0.9,364,-3.2,0.17,0.0,4.2,Winter,No Holiday,Yes,116
11/06/2018,12,23.2,52,1.2,2000,12.7,0.82,0.0,0.0,Summer,No Holiday,Yes,1204
20/01/2018,20,2.9,66,1.2,173,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,219
02/04/2018,1,16.0,79,1.0,716,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes,295
18/05/2018,21,15.3,73,2.3,2000,10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1263
04/06/2018,14,26.5,43,3.9,1671,12.8,2.36,0.0,0.0,Summer,No Holiday,Yes,1148
29/03/2018,13,19.5,48,1.9,596,8.1,2.32,0.0,0.0,Spring,No Holiday,Yes,716
05/04/2018,23,7.1,96,1.3,1497,6.5,0.0,0.5,0.0,Spring,No Holiday,Yes,79
17/11/2018,12,9.1,34,1.0,1802,-5.9,1.95,0.0,0.0,Autumn,No Holiday,Yes,994
11/01/2018,17,-9.3,43,2.8,1900,-19.6,0.28,0.0,0.0,Winter,No Holiday,Yes,219
05/12/2017,6,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,172
11/03/2018,18,9.4,22,2.9,1995,-11.2,0.55,0.0,0.0,Spring,No Holiday,Yes,776
13/10/2018,10,12.6,50,1.4,1712,2.4,1.68,0.0,0.0,Autumn,No Holiday,Yes,1037
30/07/2018,23,31.7,52,1.2,2000,20.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1202
26/08/2018,9,24.2,64,1.2,1985,16.9,1.48,0.0,0.0,Summer,No Holiday,Yes,725
04/02/2018,20,-8.2,28,3.5,2000,-23.5,0.0,0.0,0.0,Winter,No Holiday,Yes,98
28/06/2018,7,22.7,81,0.4,866,19.2,0.4,0.0,0.0,Summer,No Holiday,Yes,1391
02/03/2018,22,0.5,38,0.9,1907,-12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,414
08/12/2017,2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,131
13/09/2018,2,21.2,66,0.8,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,437
06/12/2017,15,5.5,31,3.1,1968,-10.3,0.72,0.0,0.0,Winter,No Holiday,Yes,412
01/01/2018,13,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,Winter,Holiday,Yes,248
07/07/2018,7,19.6,57,1.6,2000,10.8,0.42,0.0,0.0,Summer,No Holiday,Yes,567
24/01/2018,14,-11.1,26,3.8,1980,-26.8,1.25,0.0,0.8,Winter,No Holiday,Yes,125
20/01/2018,17,5.7,53,1.8,276,-3.1,0.22,0.0,0.0,Winter,No Holiday,Yes,377
06/03/2018,4,-0.5,75,0.6,1967,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,79
19/08/2018,21,27.9,61,0.7,2000,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1821
01/04/2018,1,11.7,74,0.5,979,7.2,0.0,0.0,0.0,Spring,No Holiday,Yes,453
13/04/2018,15,18.6,15,0.9,1991,-8.5,0.81,0.0,0.0,Spring,No Holiday,Yes,1108
21/08/2018,7,23.4,94,2.4,1773,22.3,0.02,2.0,0.0,Summer,No Holiday,Yes,608
10/07/2018,13,25.2,77,1.2,1951,20.8,1.06,0.0,0.0,Summer,No Holiday,Yes,1074
19/02/2018,15,6.3,35,2.6,991,-8.0,1.2,0.0,0.0,Winter,No Holiday,Yes,392
03/06/2018,23,22.0,44,0.8,1978,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1274
19/10/2018,12,17.4,33,1.1,2000,0.9,2.39,0.0,0.0,Autumn,No Holiday,Yes,1161
04/09/2018,2,20.9,96,0.4,970,20.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,324
03/01/2018,15,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,Winter,No Holiday,Yes,286
24/02/2018,5,1.8,84,2.7,214,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,58
07/05/2018,4,14.4,85,0.8,1437,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes,185
20/12/2017,6,-8.2,66,0.9,1718,-13.4,0.0,0.0,2.0,Winter,No Holiday,Yes,97
01/04/2018,23,16.3,82,1.3,480,13.2,0.0,0.0,0.0,Spring,No Holiday,Yes,588
20/02/2018,12,4.0,23,3.5,1785,-15.3,2.03,0.0,0.0,Winter,No Holiday,Yes,356
12/03/2018,21,8.7,49,1.7,464,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,771
05/06/2018,14,28.9,34,2.7,1328,11.4,2.06,0.0,0.0,Summer,No Holiday,Yes,1120
05/06/2018,7,18.8,64,0.7,1099,11.8,0.48,0.0,0.0,Summer,No Holiday,Yes,1602
03/01/2018,7,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,308
11/03/2018,2,4.7,78,1.5,466,1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,171
01/06/2018,13,29.4,33,2.2,1535,11.4,3.3,0.0,0.0,Summer,No Holiday,Yes,1093
14/01/2018,17,4.5,51,1.1,1244,-4.7,0.17,0.0,0.0,Winter,No Holiday,Yes,302
10/06/2018,13,24.2,48,1.2,1968,12.4,2.19,0.0,0.0,Summer,No Holiday,Yes,1752
07/12/2017,0,1.4,92,0.5,240,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes,198
18/08/2018,20,27.6,46,1.2,2000,14.9,0.01,0.0,0.0,Summer,No Holiday,Yes,1965
25/01/2018,20,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.5,Winter,No Holiday,Yes,141
03/05/2018,10,13.8,47,4.8,1561,2.6,1.64,0.0,0.0,Spring,No Holiday,Yes,762
08/09/2018,13,26.1,32,3.0,1985,8.1,3.06,0.0,0.0,Autumn,No Holiday,Yes,1505
26/02/2018,3,-1.9,67,1.0,1575,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes,46
29/07/2018,18,35.8,35,1.3,2000,17.9,1.21,0.0,0.0,Summer,No Holiday,Yes,1141
03/07/2018,8,24.3,83,0.5,1986,21.2,0.53,0.0,0.0,Summer,No Holiday,Yes,2135
20/07/2018,0,26.7,80,1.4,1465,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1041
05/07/2018,8,23.6,93,0.9,308,22.3,0.21,0.0,0.0,Summer,No Holiday,Yes,1836
19/07/2018,5,23.6,88,0.2,604,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,329
06/05/2018,9,15.4,97,0.8,413,14.9,0.18,1.0,0.0,Spring,No Holiday,Yes,12
11/04/2018,21,11.0,34,2.1,2000,-4.2,0.0,0.0,0.0,Spring,No Holiday,No,0
06/07/2018,18,25.9,52,2.1,2000,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes,3196
11/01/2018,19,-10.9,44,3.0,2000,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes,251
24/08/2018,13,25.8,78,2.8,2000,21.6,0.95,0.0,0.0,Summer,No Holiday,Yes,274
10/08/2018,13,34.2,41,1.7,2000,19.0,2.31,0.0,0.0,Summer,No Holiday,Yes,696
08/09/2018,0,19.2,53,3.7,2000,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1107
18/10/2018,23,10.9,64,0.2,2000,4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,944
24/12/2017,3,5.2,82,0.8,190,2.3,0.0,0.0,0.0,Winter,Holiday,Yes,149
18/09/2018,6,17.7,77,0.2,1757,13.6,0.0,0.0,0.0,Autumn,No Holiday,No,0
17/05/2018,20,21.3,97,2.8,388,20.7,0.0,12.5,0.0,Spring,No Holiday,Yes,17
22/10/2018,8,9.7,58,0.6,1559,1.8,0.22,0.0,0.0,Autumn,No Holiday,Yes,2111
31/01/2018,21,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,Winter,No Holiday,Yes,229
03/09/2018,15,25.7,81,0.7,1825,22.1,0.43,0.0,0.0,Autumn,No Holiday,Yes,137
23/01/2018,0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,Winter,No Holiday,Yes,96
12/07/2018,8,26.3,84,2.1,973,23.3,0.48,0.0,0.0,Summer,No Holiday,Yes,1811
28/01/2018,19,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,134
06/11/2018,17,15.3,63,1.2,260,8.2,0.23,0.0,0.0,Autumn,No Holiday,No,0
01/01/2018,9,-4.3,39,0.7,1973,-16.2,0.15,0.0,0.0,Winter,Holiday,Yes,121
31/01/2018,7,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,Winter,No Holiday,Yes,124
26/10/2018,17,14.3,77,2.9,1966,10.3,0.5,0.0,0.0,Autumn,No Holiday,Yes,1386
15/11/2018,9,6.8,64,1.0,949,0.4,0.5,0.0,0.0,Autumn,No Holiday,Yes,1300
02/05/2018,10,17.7,88,1.1,322,15.6,0.36,0.0,0.0,Spring,No Holiday,Yes,486
18/07/2018,8,25.8,71,0.4,760,20.1,0.93,0.0,0.0,Summer,No Holiday,Yes,1944
08/04/2018,4,1.7,51,1.3,2000,-7.3,0.0,0.0,0.0,Spring,No Holiday,Yes,90
12/07/2018,9,26.5,82,2.7,815,23.1,0.57,0.0,0.0,Summer,No Holiday,Yes,982
12/08/2018,17,33.7,48,2.3,2000,21.1,0.41,0.0,0.0,Summer,No Holiday,Yes,1156
06/06/2018,18,26.6,52,2.5,1368,15.9,1.09,0.0,0.0,Summer,Holiday,Yes,2162
30/11/2018,20,3.4,37,2.3,2000,-9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,764
10/01/2018,21,-9.4,47,2.0,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,214
24/10/2018,18,15.1,53,1.7,2000,5.5,0.06,0.0,0.0,Autumn,No Holiday,Yes,2612
04/05/2018,21,13.3,47,1.9,1805,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,1298
24/03/2018,10,7.2,43,1.5,559,-4.5,0.42,0.0,0.0,Spring,No Holiday,Yes,494
06/11/2018,21,13.0,76,0.9,231,8.8,0.0,0.0,0.0,Autumn,No Holiday,No,0
22/01/2018,20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,Winter,No Holiday,Yes,181
13/03/2018,14,18.3,43,2.2,1509,5.4,2.43,0.0,0.0,Spring,No Holiday,Yes,705
07/08/2018,22,29.8,75,1.4,1609,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1664
12/12/2017,4,-11.6,47,2.1,1982,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,46
28/12/2017,6,-5.5,24,0.5,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,103
19/06/2018,8,21.1,66,1.0,797,14.4,0.62,0.0,0.0,Summer,No Holiday,Yes,2430
11/09/2018,1,19.5,52,1.3,2000,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,662
23/05/2018,7,13.6,75,1.6,1987,9.2,0.47,0.0,0.0,Spring,No Holiday,Yes,1241
26/07/2018,9,29.1,69,1.0,853,22.8,0.67,0.0,0.0,Summer,No Holiday,Yes,966
28/03/2018,13,17.5,54,3.1,1065,8.0,1.63,0.0,0.0,Spring,No Holiday,Yes,723
18/12/2017,20,3.3,65,3.2,1172,-2.6,0.0,0.0,2.7,Winter,No Holiday,Yes,165
25/12/2017,13,-1.5,33,3.8,2000,-15.7,1.18,0.0,0.0,Winter,Holiday,Yes,244
21/12/2017,15,4.4,46,1.4,1113,-6.2,0.78,0.0,1.0,Winter,No Holiday,Yes,316
30/04/2018,16,24.8,45,1.8,549,12.0,2.05,0.0,0.0,Spring,No Holiday,Yes,1344
24/06/2018,12,28.9,40,2.3,809,13.9,3.15,0.0,0.0,Summer,No Holiday,Yes,1042
01/07/2018,2,22.7,87,0.5,1187,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,586
13/10/2018,16,19.4,29,1.2,1154,0.8,1.37,0.0,0.0,Autumn,No Holiday,Yes,1916
01/08/2018,10,34.3,45,1.0,1919,20.6,2.31,0.0,0.0,Summer,No Holiday,Yes,540
12/10/2018,2,7.1,61,0.6,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,409
23/12/2017,0,5.8,75,1.9,788,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,282
14/02/2018,8,2.1,65,1.1,1559,-3.8,0.01,0.0,0.0,Winter,No Holiday,Yes,606
22/11/2018,5,-0.4,39,0.8,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,133
29/10/2018,9,7.5,53,1.6,1981,-1.4,1.01,0.0,0.0,Autumn,No Holiday,Yes,1021
13/05/2018,9,14.8,95,1.0,986,14.0,0.53,0.0,0.0,Spring,No Holiday,Yes,579
23/02/2018,12,5.3,70,0.9,226,0.2,1.73,0.0,1.7,Winter,No Holiday,Yes,283
06/07/2018,5,22.5,66,1.5,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,311
29/12/2017,5,0.7,66,0.7,687,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,67
07/09/2018,8,20.5,78,2.5,1250,16.5,0.32,0.0,0.0,Autumn,No Holiday,Yes,2260
18/08/2018,12,29.8,33,1.5,1936,11.7,3.14,0.0,0.0,Summer,No Holiday,Yes,952
13/10/2018,8,7.4,70,0.5,1373,2.2,0.36,0.0,0.0,Autumn,No Holiday,Yes,728
16/05/2018,18,21.9,97,2.1,191,21.3,0.08,0.0,0.0,Spring,No Holiday,Yes,562
15/07/2018,2,25.1,85,1.1,1379,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,632
11/05/2018,8,13.1,78,1.2,330,9.3,0.41,0.0,0.0,Spring,No Holiday,Yes,1881
31/10/2018,23,6.4,60,1.8,1930,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,798
12/03/2018,8,3.8,47,0.8,1229,-6.5,0.06,0.0,0.0,Spring,No Holiday,Yes,1066
20/06/2018,10,22.2,70,3.1,740,16.4,1.44,0.0,0.0,Summer,No Holiday,Yes,1002
16/07/2018,23,26.6,75,1.5,1996,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1285
23/12/2017,23,5.5,80,0.6,185,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,237
17/06/2018,13,25.7,52,1.1,639,15.0,1.81,0.0,0.0,Summer,No Holiday,Yes,1563
01/05/2018,1,18.3,83,1.1,451,15.3,0.0,0.0,0.0,Spring,Holiday,Yes,705
25/10/2018,2,9.1,79,0.5,1625,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,421
06/02/2018,3,-11.6,35,3.2,1992,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,36
10/09/2018,22,21.7,50,1.6,2000,10.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1779
04/08/2018,22,28.6,74,2.5,1804,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1337
25/10/2018,0,10.5,75,0.3,1800,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,729
18/11/2018,22,6.8,53,0.4,1498,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,632
04/11/2018,5,6.6,73,0.3,1219,2.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,112
31/07/2018,7,27.9,60,1.1,1983,19.4,0.28,0.0,0.0,Summer,No Holiday,Yes,1091
13/10/2018,11,15.2,44,1.2,1301,3.0,2.16,0.0,0.0,Autumn,No Holiday,Yes,1179
19/06/2018,14,27.2,44,2.9,1377,13.8,2.59,0.0,0.0,Summer,No Holiday,Yes,1258
16/11/2018,21,6.8,73,2.3,730,2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,907
22/10/2018,23,12.0,59,0.4,685,4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,916
26/12/2017,5,-2.9,77,0.8,1833,-6.3,0.0,0.0,0.0,Winter,No Holiday,Yes,65
29/10/2018,15,11.0,46,3.4,2000,-0.1,0.57,0.0,0.0,Autumn,No Holiday,Yes,884
07/07/2018,9,22.6,51,1.7,2000,11.9,1.87,0.0,0.0,Summer,No Holiday,Yes,1009
16/05/2018,19,21.9,97,2.2,196,21.3,0.01,0.0,0.0,Spring,No Holiday,Yes,404
31/01/2018,4,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,Winter,No Holiday,Yes,34
12/09/2018,4,18.0,59,1.5,2000,9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,215
21/02/2018,14,3.3,14,2.9,1985,-21.7,2.49,0.0,0.0,Winter,No Holiday,Yes,365
08/06/2018,1,18.8,84,1.7,658,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes,769
07/01/2018,2,-4.4,53,0.3,1594,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,128
27/04/2018,16,23.2,33,2.4,869,6.0,2.12,0.0,0.0,Spring,No Holiday,Yes,1446
20/09/2018,14,19.3,83,2.3,2000,16.3,0.83,0.5,0.0,Autumn,No Holiday,Yes,573
05/01/2018,3,-5.5,56,1.1,1453,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,67
28/02/2018,19,2.5,95,1.9,838,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,19
18/05/2018,0,19.3,97,1.8,523,18.8,0.0,1.0,0.0,Spring,No Holiday,Yes,129
22/11/2018,15,6.9,31,2.9,1982,-9.1,1.21,0.0,0.0,Autumn,No Holiday,Yes,716
25/02/2018,13,6.1,22,2.4,1710,-14.0,2.5,0.0,0.0,Winter,No Holiday,Yes,482
09/07/2018,20,20.3,95,0.8,1372,19.4,0.02,1.0,0.0,Summer,No Holiday,Yes,48
23/10/2018,4,10.0,73,0.9,622,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,170
16/08/2018,9,30.6,55,1.1,2000,20.5,1.46,0.0,0.0,Summer,No Holiday,Yes,876
15/08/2018,23,28.5,69,1.1,2000,22.2,0.0,0.0,0.0,Summer,Holiday,Yes,1008
27/03/2018,15,19.9,45,2.7,676,7.6,1.79,0.0,0.0,Spring,No Holiday,Yes,636
19/07/2018,12,31.7,42,2.6,1868,17.2,3.23,0.0,0.0,Summer,No Holiday,Yes,828
25/12/2017,8,-4.9,44,3.0,2000,-15.3,0.0,0.0,0.0,Winter,Holiday,Yes,94
16/04/2018,4,5.9,68,0.7,1590,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,75
06/08/2018,1,28.7,80,1.5,1295,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,455
04/05/2018,10,16.1,37,2.9,1629,1.3,2.4,0.0,0.0,Spring,No Holiday,Yes,864
03/07/2018,21,27.8,72,0.6,2000,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2264
09/08/2018,9,29.4,64,2.3,1926,21.8,0.9,0.0,0.0,Summer,No Holiday,Yes,977
29/05/2018,2,20.2,56,2.3,1498,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,466
18/10/2018,12,16.8,50,1.6,2000,6.3,1.94,0.0,0.0,Autumn,No Holiday,Yes,1132
05/08/2018,12,32.5,59,3.4,1780,23.4,2.33,0.0,0.0,Summer,No Holiday,Yes,565
30/09/2018,23,14.1,53,2.1,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,No,0
16/06/2018,14,27.1,40,1.8,1779,12.3,3.26,0.0,0.0,Summer,No Holiday,Yes,1783
02/10/2018,21,16.2,65,1.5,2000,9.6,0.0,0.0,0.0,Autumn,No Holiday,No,0
07/06/2018,10,22.0,69,2.0,488,16.0,2.04,0.0,0.0,Summer,No Holiday,Yes,914
23/11/2018,19,2.9,26,1.1,2000,-14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1007
17/03/2018,6,0.8,63,1.0,2000,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,109
30/08/2018,21,24.8,72,1.4,1298,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1732
27/08/2018,4,20.5,97,0.1,257,20.0,0.0,3.5,0.0,Summer,No Holiday,Yes,27
15/12/2017,8,-6.6,64,1.1,791,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,658
13/05/2018,6,13.5,98,0.4,251,13.1,0.01,0.0,0.0,Spring,No Holiday,Yes,139
13/07/2018,2,24.9,86,1.3,1469,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,600
23/04/2018,5,9.2,95,2.3,404,8.4,0.0,2.5,0.0,Spring,No Holiday,Yes,6
18/11/2018,20,7.4,50,0.7,1499,-2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,719
06/01/2018,7,-6.6,65,1.0,1320,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,105
26/05/2018,11,24.8,34,0.9,1439,7.8,2.92,0.0,0.0,Spring,No Holiday,Yes,1164
26/09/2018,5,16.3,61,1.5,2000,8.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,150
11/06/2018,10,23.7,47,1.3,2000,11.7,2.67,0.0,0.0,Summer,No Holiday,Yes,992
12/07/2018,13,27.7,76,2.6,1258,23.0,1.0,0.0,0.0,Summer,No Holiday,Yes,959
04/12/2017,18,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,807
09/06/2018,0,19.7,83,1.5,390,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1247
23/06/2018,10,25.8,35,1.5,1900,9.1,1.66,0.0,0.0,Summer,No Holiday,Yes,1064
14/11/2018,1,6.5,60,0.5,1788,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,517
07/11/2018,19,13.8,81,1.5,760,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1176
25/07/2018,15,34.0,50,3.0,1705,22.1,1.72,0.0,0.0,Summer,No Holiday,Yes,781
09/08/2018,3,28.3,80,1.4,1617,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,334
